index,dcs_trace.event.req,dcs_trace.event.cli,dcs_trace.event.action,dcs_trace.event.state,timestamp
416,LCI,0000008480,SEND_LCIA,s1pUL__1,345559342.350000
417,LCI,0000008300,SEND_LCIA,s1pUL__1,345559342.350000
418,LCI,0000008400,SEND_LCIA,s1pUL__1,345559342.365000
419,LCI,0000008580,SEND_LCIA,s1pUL__1,345559342.375000
420,LCI,0000008680,SEND_LCIA,s1pUL__1,345559342.385000
421,LCI,0000008500,SEND_LCIA,s1pUL__1,345559342.385000
422,LCI,0000008600,SEND_LCIA,s1pUL__1,345559342.400000
423,UL,0000008100,NO_ACTION,s1__1,345559342.520000
424,UL,0000008180,NO_ACTION,s1__1,345559342.530000
425,UL,0000008200,NO_ACTION,s1__1,345559342.530000
426,UL,0000008280,NO_ACTION,s1__1,345559342.545000
427,UL,0000008300,NO_ACTION,s1__1,345559342.555000
428,UL,0000008380,NO_ACTION,s1__1,345559342.565000
429,UL,0000008400,NO_ACTION,s1__1,345559342.565000
430,UL,0000008480,NO_ACTION,s1__1,345559342.580000
431,UL,0000008500,NO_ACTION,s1__1,345559342.590000
432,UL,0000008580,NO_ACTION,s1__1,345559342.600000
433,UL,0000008600,NO_ACTION,s1__1,345559342.600000
434,UL,0000008680,NO_ACTION,s1__1,345559342.615000
435,RDDA,0000008080,SEND_RA2,s1__2,345559342.625000
436,R12,0000000000,RDD,s1__2pRA2,345559343.270000
437,LCI,0000000080,SEND_F21,s1pCI__1_A21,345559343.510000
438,A21,0000000080,SEND_LCIA,s1pUL__1,345559343.965000
439,UL,0000000080,NO_ACTION,s1__1,345559344.195000
440,RDDA,0000000000,SEND_RA2,s1__2,345559344.225000
441,R23,0000008080,SEND_RA3,s1__3,345559345.795000
442,R13,0000008100,RDD,s1__3pRA3,345559345.835000
443,R13,0000008180,RDD,s1__3pRA3,345559345.845000
444,R13,0000008280,RDD,s1__3pRA3,345559345.855000
445,R13,0000008200,RDD,s1__3pRA3,345559345.855000
446,R13,0000008380,RDD,s1__3pRA3,345559345.870000
447,R13,0000008300,RDD,s1__3pRA3,345559345.870000
448,R13,0000008480,RDD,s1__3pRA3,345559345.885000
449,R13,0000008400,RDD,s1__3pRA3,345559345.885000
450,R13,0000008580,RDD,s1__3pRA3,345559345.900000
451,R13,0000008500,RDD,s1__3pRA3,345559345.900000
452,R13,0000008680,RDD,s1__3pRA3,345559345.915000
453,R13,0000008600,RDD,s1__3pRA3,345559345.915000
454,RDDA,0000008100,SEND_RA3,s1__3,345559346.095000
455,RDDA,0000008180,SEND_RA3,s1__3,345559346.175000
456,RDDA,0000008200,SEND_RA3,s1__3,345559346.220000
457,RDDA,0000008280,SEND_RA3,s1__3,345559346.285000
458,RDDA,0000008300,SEND_RA3,s1__3,345559346.330000
459,RDDA,0000008380,SEND_RA3,s1__3,345559346.395000
460,RDDA,0000008400,SEND_RA3,s1__3,345559346.440000
461,RDDA,0000008480,SEND_RA3,s1__3,345559346.505000
462,RDDA,0000008500,SEND_RA3,s1__3,345559346.550000
463,RDDA,0000008580,SEND_RA3,s1__3,345559346.615000
464,V31d,0000008100,WDD,s1__1_WDDA,345559346.625000
465,RDDA,0000008600,SEND_RA3,s1__3,345559346.660000
466,V31d,0000008180,WDD,s1__1_WDDA,345559346.725000
467,RDDA,0000008680,SEND_RA3,s1__3,345559346.735000
468,V31d,0000008200,WDD,s1__1_WDDA,345559346.755000
469,V31d,0000008280,WDD,s1__1_WDDA,345559346.835000
470,V31d,0000008300,WDD,s1__1_WDDA,345559346.860000
471,V31d,0000008380,WDD,s1__1_WDDA,345559346.940000
472,V31d,0000008400,WDD,s1__1_WDDA,345559346.975000
473,V31d,0000008480,WDD,s1__1_WDDA,345559347.050000
474,V31d,0000008500,WDD,s1__1_WDDA,345559347.085000
475,V31d,0000008580,WDD,s1__1_WDDA,345559347.155000
476,V31d,0000008600,WDD,s1__1_WDDA,345559347.195000
477,R12,0000008000,RDD,s1__2pRA2,345559347.255000
478,V31d,0000008680,WDD,s1__1_WDDA,345559347.275000
479,LCI,0000008080,SEND_F31,s1pCI__1_A31d,345559347.500000
480,A31d,0000008080,WDD,s1pCI__1_WDDA,345559347.990000
481,WDDA,0000008080,SEND_LCIA,s1pUL__1,345559348.270000
482,LCI,0000008180,SEND_LCIA,s1pUL__1,345559348.495000
483,UL,0000008080,NO_ACTION,s1__1,345559348.505000
484,LCI,0000008100,SEND_LCIA,s1pUL__1,345559348.505000
485,LCI,0000008280,SEND_LCIA,s1pUL__1,345559348.520000
486,LCI,0000008200,SEND_LCIA,s1pUL__1,345559348.520000
487,LCI,0000008380,SEND_LCIA,s1pUL__1,345559348.535000
488,LCI,0000008480,SEND_LCIA,s1pUL__1,345559348.545000
489,LCI,0000008300,SEND_LCIA,s1pUL__1,345559348.545000
490,LCI,0000008400,SEND_LCIA,s1pUL__1,345559348.560000
491,LCI,0000008580,SEND_LCIA,s1pUL__1,345559348.570000
492,LCI,0000008680,SEND_LCIA,s1pUL__1,345559348.580000
493,LCI,0000008500,SEND_LCIA,s1pUL__1,345559348.580000
494,LCI,0000008600,SEND_LCIA,s1pUL__1,345559348.595000
495,UL,0000008100,NO_ACTION,s1__1,345559348.720000
496,UL,0000008180,NO_ACTION,s1__1,345559348.730000
497,UL,0000008200,NO_ACTION,s1__1,345559348.730000
498,UL,0000008280,NO_ACTION,s1__1,345559348.745000
499,UL,0000008300,NO_ACTION,s1__1,345559348.755000
500,UL,0000008380,NO_ACTION,s1__1,345559348.765000
501,UL,0000008400,NO_ACTION,s1__1,345559348.765000
502,UL,0000008480,NO_ACTION,s1__1,345559348.780000
503,UL,0000008500,NO_ACTION,s1__1,345559348.790000
504,UL,0000008580,NO_ACTION,s1__1,345559348.800000
505,UL,0000008600,NO_ACTION,s1__1,345559348.800000
506,UL,0000008680,NO_ACTION,s1__1,345559348.815000
507,RDDA,0000008000,SEND_RA2,s1__2,345559348.825000
508,R12,0000000080,RDD,s1__2pRA2,345559349.460000
509,LCI,0000000100,SEND_LCIA,s1pUL__1,345559349.705000
510,UL,0000000100,NO_ACTION,s1__1,345559349.925000
511,LCI,0000000000,SEND_F21,s1pCI__1_A21,345559349.935000
512,A21,0000000000,SEND_LCIA,s1pUL__1,345559350.385000
513,UL,0000000000,NO_ACTION,s1__1,345559350.605000
514,RDDA,0000000080,SEND_RA2,s1__2,345559350.635000
515,R23,0000008000,SEND_RA3,s1__3,345559352.210000
516,R13,0000008180,RDD,s1__3pRA3,345559352.260000
517,R13,0000008100,RDD,s1__3pRA3,345559352.260000
518,R13,0000008280,RDD,s1__3pRA3,345559352.275000
519,R13,0000008200,RDD,s1__3pRA3,345559352.275000
520,R13,0000008380,RDD,s1__3pRA3,345559352.290000
521,R13,0000008300,RDD,s1__3pRA3,345559352.290000
522,R13,0000008480,RDD,s1__3pRA3,345559352.305000
523,R13,0000008400,RDD,s1__3pRA3,345559352.315000
524,R13,0000008580,RDD,s1__3pRA3,345559352.325000
525,R13,0000008500,RDD,s1__3pRA3,345559352.325000
526,R13,0000008680,RDD,s1__3pRA3,345559352.340000
527,R13,0000008600,RDD,s1__3pRA3,345559352.340000
528,RDDA,0000008100,SEND_RA3,s1__3,345559352.520000
529,RDDA,0000008180,SEND_RA3,s1__3,345559352.585000
530,RDDA,0000008200,SEND_RA3,s1__3,345559352.630000
531,RDDA,0000008280,SEND_RA3,s1__3,345559352.695000
532,RDDA,0000008300,SEND_RA3,s1__3,345559352.740000
533,RDDA,0000008380,SEND_RA3,s1__3,345559352.805000
534,RDDA,0000008400,SEND_RA3,s1__3,345559352.850000
535,RDDA,0000008480,SEND_RA3,s1__3,345559352.915000
536,RDDA,0000008500,SEND_RA3,s1__3,345559352.960000
537,RDDA,0000008580,SEND_RA3,s1__3,345559353.025000
538,V31d,0000008100,WDD,s1__1_WDDA,345559353.060000
539,RDDA,0000008600,SEND_RA3,s1__3,345559353.070000
540,V31d,0000008180,WDD,s1__1_WDDA,345559353.125000
541,RDDA,0000008680,SEND_RA3,s1__3,345559353.135000
542,V31d,0000008200,WDD,s1__1_WDDA,345559353.165000
543,V31d,0000008280,WDD,s1__1_WDDA,345559353.235000
544,V31d,0000008300,WDD,s1__1_WDDA,345559353.270000
545,V31d,0000008380,WDD,s1__1_WDDA,345559353.350000
546,V31d,0000008400,WDD,s1__1_WDDA,345559353.380000
547,V31d,0000008480,WDD,s1__1_WDDA,345559353.460000
548,V31d,0000008500,WDD,s1__1_WDDA,345559353.500000
549,V31d,0000008580,WDD,s1__1_WDDA,345559353.600000
550,V31d,0000008600,WDD,s1__1_WDDA,345559353.610000
551,R12,0000008080,RDD,s1__2pRA2,345559353.665000
552,V31d,0000008680,WDD,s1__1_WDDA,345559353.680000
553,LCI,0000008000,SEND_F31,s1pCI__1_A31d,345559353.925000
554,A31d,0000008000,WDD,s1pCI__1_WDDA,345559354.420000
555,WDDA,0000008000,SEND_LCIA,s1pUL__1,345559354.685000
556,LCI,0000008180,SEND_LCIA,s1pUL__1,345559354.890000
557,LCI,0000008280,SEND_LCIA,s1pUL__1,345559354.900000
558,LCI,0000008100,SEND_LCIA,s1pUL__1,345559354.900000
559,LCI,0000008200,SEND_LCIA,s1pUL__1,345559354.915000
560,UL,0000008000,NO_ACTION,s1__1,345559354.925000
561,LCI,0000008380,SEND_LCIA,s1pUL__1,345559354.935000
562,LCI,0000008480,SEND_LCIA,s1pUL__1,345559354.945000
563,LCI,0000008300,SEND_LCIA,s1pUL__1,345559354.945000
564,LCI,0000008400,SEND_LCIA,s1pUL__1,345559354.960000
565,LCI,0000008580,SEND_LCIA,s1pUL__1,345559354.970000
566,LCI,0000008680,SEND_LCIA,s1pUL__1,345559354.980000
567,LCI,0000008500,SEND_LCIA,s1pUL__1,345559354.980000
568,LCI,0000008600,SEND_LCIA,s1pUL__1,345559354.995000
569,UL,0000008100,NO_ACTION,s1__1,345559355.115000
570,UL,0000008180,NO_ACTION,s1__1,345559355.125000
571,UL,0000008200,NO_ACTION,s1__1,345559355.125000
572,UL,0000008280,NO_ACTION,s1__1,345559355.140000
573,UL,0000008300,NO_ACTION,s1__1,345559355.150000
574,UL,0000008380,NO_ACTION,s1__1,345559355.160000
575,UL,0000008400,NO_ACTION,s1__1,345559355.160000
576,UL,0000008480,NO_ACTION,s1__1,345559355.175000
577,UL,0000008500,NO_ACTION,s1__1,345559355.185000
578,UL,0000008580,NO_ACTION,s1__1,345559355.195000
579,UL,0000008600,NO_ACTION,s1__1,345559355.195000
580,UL,0000008680,NO_ACTION,s1__1,345559355.210000
581,RDDA,0000008080,SEND_RA2,s1__2,345559355.220000
582,R12,0000000000,RDD,s1__2pRA2,345559355.870000
583,LCI,0000000100,SEND_LCIA,s1pUL__1,345559356.110000
584,LCI,0000000080,SEND_F21,s1pCI__1_A21,345559356.330000
585,UL,0000000100,NO_ACTION,s1__1,345559356.330000
586,A21,0000000080,SEND_LCIA,s1pUL__1,345559356.785000
587,UL,0000000080,NO_ACTION,s1__1,345559357.015000
588,RDDA,0000000000,SEND_RA2,s1__2,345559357.015000
589,R23,0000008080,SEND_RA3,s1__3,345559358.500000
590,R13,0000008180,RDD,s1__3pRA3,345559358.550000
591,R13,0000008100,RDD,s1__3pRA3,345559358.550000
592,R13,0000008280,RDD,s1__3pRA3,345559358.565000
593,R13,0000008200,RDD,s1__3pRA3,345559358.565000
594,R13,0000008380,RDD,s1__3pRA3,345559358.580000
595,R13,0000008300,RDD,s1__3pRA3,345559358.580000
596,R13,0000008480,RDD,s1__3pRA3,345559358.595000
597,R13,0000008400,RDD,s1__3pRA3,345559358.595000
598,R13,0000008580,RDD,s1__3pRA3,345559358.610000
599,R13,0000008500,RDD,s1__3pRA3,345559358.610000
600,R13,0000008680,RDD,s1__3pRA3,345559358.625000
601,R13,0000008600,RDD,s1__3pRA3,345559358.625000
602,RDDA,0000008100,SEND_RA3,s1__3,345559358.810000
603,RDDA,0000008180,SEND_RA3,s1__3,345559358.875000
604,RDDA,0000008200,SEND_RA3,s1__3,345559358.920000
605,RDDA,0000008280,SEND_RA3,s1__3,345559358.985000
606,RDDA,0000008300,SEND_RA3,s1__3,345559359.030000
607,RDDA,0000008380,SEND_RA3,s1__3,345559359.095000
608,RDDA,0000008400,SEND_RA3,s1__3,345559359.140000
609,RDDA,0000008480,SEND_RA3,s1__3,345559359.205000
